2024-11-09 13:32:16.841 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [35c3c8f08f1c42c5943edcdbfaf90a40], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.vivox], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.shadergraph], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.sharp-zip-lib], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.splines], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.terrain-tools], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.test-framework], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.testtools.codecoverage], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.timeline], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.transport], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ugui], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.visualeffectgraph], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.visualscripting], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.arcore], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.arfoundation], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.arkit], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.hands], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.interaction.toolkit], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.magicleap], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.management], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.499 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.meta-openxr], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.499 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.oculus], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.499 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.openxr], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.499 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.visionos], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.499 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.zivart-player], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.havok.physics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.animation], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.aseprite], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.pixel-perfect], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.psdimporter], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.sprite], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.spriteshape], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap.extras], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.adaptiveperformance], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.addressables], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.addressables.android], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ads], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ads.ios-support], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ai.navigation], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.animation.rigging], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.asset-manager-for-unity], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.behavior], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.charactercontroller], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.cinemachine], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.collab-proxy], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.connect.share], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.dedicated-server], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.device-simulator.devices], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.editorcoroutines], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.entities], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.entities.graphics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.791 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.2d], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.ar], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.characters-animation], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.cinematic], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.development], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.gameplay-storytelling], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.mobile], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.vr], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.feature.worldbuilding], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.formats.alembic], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.formats.fbx], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.inputsystem], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.learn.iet-framework], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.learn.iet-framework.authoring], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.live-capture], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.localization], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.logging], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.memoryprofiler], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.microsoft.gdk], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.microsoft.gdk.tools], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ml-agents], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.mobile.android-logcat], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.mobile.notifications], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.accessibility], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.ai], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.amd], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.androidjni], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.animation], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.assetbundle], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.audio], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.cloth], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.director], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.imageconversion], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.792 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.imgui], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.jsonserialize], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.nvidia], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.particlesystem], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.physics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.physics2d], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.screencapture], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.terrain], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.793 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.terrainphysics], Result: [granted: True, group: (null)]
